Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,salary,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,,,,,,,,,,,,
42,No,Travel_Rarely,933,Research & Development,29,3,4001,1,836,2,,,,,,,,,,,,
38,No,Travel_Frequently,471,Research & Development,12,3,4001,1,837,1,,,,,,,,,,,,
34,No,Travel_Frequently,702,Research & Development,16,4,4001,1,838,3,,,,,,,,,,,,
49,Yes,Travel_Rarely,1184,Sales,11,3,4001,1,840,3,,,,,,,,,,,,
55,Yes,Travel_Rarely,436,Sales,2,1,4001,1,842,3,,,,,,,,,,,,
43,No,Travel_Rarely,589,Research & Development,14,2,4001,1,843,2,,,,,,,,,,,,
27,No,Travel_Rarely,269,Research & Development,5,1,4001,1,844,3,,,,,,,,,,,,
35,No,Travel_Rarely,950,Research & Development,7,3,4001,1,845,3,,,,,,,,,,,,
28,No,Travel_Rarely,760,Sales,2,4,4001,1,846,2,,,,,,,,,,,,
34,No,Travel_Rarely,829,Human Resources,3,2,4001,1,847,3,,,,,,,,,,,,
26,Yes,Travel_Frequently,887,Research & Development,5,2,4001,1,848,3,,,,,,,,,,,,
27,No,Non-Travel,443,Research & Development,3,3,4001,1,850,4,,,,,,,,,,,,
51,No,Travel_Rarely,1318,Sales,26,4,4001,1,851,1,,,,,,,,,,,,
44,No,Travel_Rarely,625,Research & Development,4,3,4001,1,852,4,,,,,,,,,,,,
25,No,Travel_Rarely,180,Research & Development,2,1,4001,1,854,1,,,,,,,,,,,,
33,No,Travel_Rarely,586,Sales,1,3,4001,1,855,1,,,,,,,,,,,,
35,No,Travel_Rarely,1343,Research & Development,27,1,4001,1,856,3,,,,,,,,,,,,
36,No,Travel_Rarely,928,Sales,1,2,4001,1,857,2,,,,,,,,,,,,
32,No,Travel_Rarely,117,Sales,13,4,4001,1,859,2,,,,,,,,,,,,
30,No,Travel_Frequently,1012,Research & Development,5,4,4001,1,861,2,,,,,,,,,,,,
53,No,Travel_Rarely,661,Sales,7,2,4001,1,862,1,,,,,,,,,,,,
45,No,Travel_Rarely,930,Sales,9,3,4001,1,864,4,,,,,,,,,,,,
32,No,Travel_Rarely,638,Research & Development,8,2,4001,1,865,3,,,,,,,,,,,,
52,No,Travel_Frequently,890,Research & Development,25,4,4001,1,867,3,,,,,,,,,,,,
37,No,Travel_Rarely,342,Sales,16,4,4001,1,868,4,,,,,,,,,,,,
28,No,Travel_Rarely,1169,Human Resources,8,2,4001,1,869,2,,,,,,,,,,,,
22,No,Travel_Rarely,1230,Research & Development,1,2,4001,1,872,4,,,,,,,,,,,,
44,No,Travel_Rarely,986,Research & Development,8,4,4001,1,874,1,,,,,,,,,,,,
42,No,Travel_Frequently,1271,Research & Development,2,1,4001,1,875,2,,,,,,,,,,,,
36,No,Travel_Rarely,1278,Human Resources,8,3,4001,1,878,1,,,,,,,,,,,,
25,No,Travel_Rarely,141,Sales,3,1,4001,1,879,3,,,,,,,,,,,,
35,No,Travel_Rarely,607,Research & Development,9,3,4001,1,880,4,,,,,,,,,,,,
35,Yes,Travel_Frequently,130,Research & Development,25,4,4001,1,881,4,,,,,,,,,,,,
32,No,Non-Travel,300,Research & Development,1,3,4001,1,882,4,,,,,,,,,,,,
25,No,Travel_Rarely,583,Sales,4,1,4001,1,885,3,,,,,,,,,,,,
49,No,Travel_Rarely,1418,Research & Development,1,3,4001,1,887,3,,,,,,,,,,,,
24,No,Non-Travel,1269,Research & Development,4,1,4001,1,888,1,,,,,,,,,,,,
32,No,Travel_Frequently,379,Sales,5,2,4001,1,889,2,,,,,,,,,,,,
38,No,Travel_Rarely,395,Sales,9,3,4001,1,893,2,,,,,,,,,,,,
42,No,Travel_Rarely,1265,Research & Development,3,3,4001,1,894,3,,,,,,,,,,,,
31,No,Travel_Rarely,1222,Research & Development,11,4,4001,1,895,4,,,,,,,,,,,,
29,Yes,Travel_Rarely,341,Sales,1,3,4001,1,896,2,,,,,,,,,,,,
53,No,Travel_Rarely,868,Sales,8,3,4001,1,897,1,,,,,,,,,,,,
35,No,Travel_Rarely,672,Research & Development,25,3,4001,1,899,4,,,,,,,,,,,,
37,No,Travel_Frequently,1231,Sales,21,2,4001,1,900,3,,,,,,,,,,,,
53,No,Travel_Rarely,102,Research & Development,23,4,4001,1,901,4,,,,,,,,,,,,
43,No,Travel_Frequently,422,Research & Development,1,3,4001,1,902,4,,,,,,,,,,,,
47,No,Travel_Rarely,249,Sales,2,2,4001,1,903,3,,,,,,,,,,,,
37,No,Non-Travel,1252,Sales,19,2,4001,1,904,1,,,,,,,,,,,,
50,No,Non-Travel,881,Research & Development,2,4,4001,1,905,1,,,,,,,,,,,,
39,No,Travel_Rarely,1383,Human Resources,2,3,4001,1,909,4,,,,,,,,,,,,
33,No,Travel_Rarely,1075,Human Resources,3,2,4001,1,910,4,,,,,,,,,,,,
32,Yes,Travel_Rarely,374,Research & Development,25,4,4001,1,911,1,,,,,,,,,,,,
29,No,Travel_Rarely,1086,Research & Development,7,1,4001,1,912,1,,,,,,,,,,,,
44,No,Travel_Rarely,661,Research & Development,9,2,4001,1,913,2,,,,,,,,,,,,
28,No,Travel_Rarely,821,Sales,5,4,4001,1,916,1,,,,,,,,,,,,
58,Yes,Travel_Frequently,781,Research & Development,2,1,4001,1,918,4,,,,,,,,,,,,
43,No,Travel_Rarely,177,Research & Development,8,3,4001,1,920,1,,,,,,,,,,,,
20,Yes,Travel_Rarely,500,Sales,2,3,4001,1,922,3,,,,,,,,,,,,
21,Yes,Travel_Rarely,1427,Research & Development,18,1,4001,1,923,4,,,,,,,,,,,,
36,No,Travel_Rarely,1425,Research & Development,14,1,4001,1,924,3,,,,,,,,,,,,
47,No,Travel_Rarely,1454,Sales,2,4,4001,1,925,4,,,,,,,,,,,,
22,Yes,Travel_Rarely,617,Research & Development,3,1,4001,1,926,2,,,,,,,,,,,,
41,Yes,Travel_Rarely,1085,Research & Development,2,4,4001,1,927,2,,,,,,,,,,,,
28,No,Travel_Rarely,995,Research & Development,9,3,4001,1,930,3,,,,,,,,,,,,
39,Yes,Travel_Rarely,1122,Research & Development,6,3,4001,1,932,4,,,,,,,,,,,,
27,No,Travel_Rarely,618,Research & Development,4,3,4001,1,933,2,,,,,,,,,,,,
34,No,Travel_Rarely,546,Research & Development,10,3,4001,1,934,2,,,,,,,,,,,,
42,No,Travel_Rarely,462,Sales,14,2,4001,1,936,3,,,,,,,,,,,,
33,No,Travel_Rarely,1198,Research & Development,1,4,4001,1,939,3,,,,,,,,,,,,
58,No,Travel_Rarely,1272,Research & Development,5,3,4001,1,940,3,,,,,,,,,,,,
31,No,Travel_Rarely,154,Sales,7,4,4001,1,941,2,,,,,,,,,,,,
35,No,Travel_Rarely,1137,Research & Development,21,1,4001,1,942,4,,,,,,,,,,,,
49,No,Travel_Rarely,527,Research & Development,8,2,4001,1,944,1,,,,,,,,,,,,
48,No,Travel_Rarely,1469,Research & Development,20,4,4001,1,945,4,,,,,,,,,,,,
31,No,Non-Travel,1188,Sales,20,2,4001,1,947,4,,,,,,,,,,,,
36,No,Travel_Rarely,188,Research & Development,7,4,4001,1,949,2,,,,,,,,,,,,
38,No,Travel_Rarely,1333,Research & Development,1,3,4001,1,950,4,,,,,,,,,,,,
32,No,Non-Travel,1184,Research & Development,1,3,4001,1,951,3,,,,,,,,,,,,
25,Yes,Travel_Rarely,867,Sales,19,2,4001,1,952,3,,,,,,,,,,,,
40,No,Travel_Rarely,658,Sales,10,4,4001,1,954,1,,,,,,,,,,,,
26,No,Travel_Frequently,1283,Sales,1,3,4001,1,956,3,,,,,,,,,,,,
41,No,Travel_Rarely,263,Research & Development,6,3,4001,1,957,4,,,,,,,,,,,,
36,No,Travel_Rarely,938,Research & Development,2,4,4001,1,958,3,,,,,,,,,,,,
19,Yes,Travel_Rarely,419,Sales,21,3,4001,1,959,4,,,,,,,,,,,,
20,Yes,Travel_Rarely,129,Research & Development,4,3,4001,1,960,1,,,,,,,,,,,,
31,No,Travel_Rarely,616,Research & Development,12,3,4001,1,961,4,,,,,,,,,,,,
40,No,Travel_Frequently,1469,Research & Development,9,4,4001,1,964,4,,,,,,,,,,,,
32,No,Travel_Rarely,498,Research & Development,3,4,4001,1,966,3,,,,,,,,,,,,
36,Yes,Travel_Rarely,530,Sales,3,1,4001,1,967,3,,,,,,,,,,,,
33,No,Travel_Rarely,1069,Research & Development,1,3,4001,1,969,2,,,,,,,,,,,,
37,Yes,Travel_Rarely,625,Sales,1,4,4001,1,970,1,,,,,,,,,,,,
45,No,Non-Travel,805,Research & Development,4,2,4001,1,972,3,,,,,,,,,,,,
29,No,Travel_Frequently,1404,Sales,20,3,4001,1,974,3,,,,,,,,,,,,
35,No,Travel_Rarely,1219,Sales,18,3,4001,1,975,3,,,,,,,,,,,,
52,No,Travel_Rarely,1053,Research & Development,1,2,4001,1,976,4,,,,,,,,,,,,
58,Yes,Travel_Rarely,289,Research & Development,2,3,4001,1,977,4,,,,,,,,,,,,
53,No,Travel_Rarely,1376,Sales,2,2,4001,1,981,3,,,,,,,,,,,,
30,No,Travel_Rarely,231,Sales,8,2,4001,1,982,3,,,,,,,,,,,,
38,No,Non-Travel,152,Sales,10,3,4001,1,983,3,,,,,,,,,,,,
35,No,Travel_Rarely,882,Sales,3,4,4001,1,984,4,,,,,,,,,,,,
39,No,Travel_Rarely,903,Sales,2,5,4001,1,985,1,,,,,,,,,,,,
40,Yes,Non-Travel,1479,Sales,24,3,4001,1,986,2,,,,,,,,,,,,
47,No,Travel_Frequently,1379,Research & Development,16,4,4001,1,987,3,,,,,,,,,,,,
36,No,Non-Travel,1229,Sales,8,4,4001,1,990,1,,,,,,,,,,,,
31,Yes,Non-Travel,335,Research & Development,9,2,4001,1,991,3,,,,,,,,,,,,
33,No,Non-Travel,722,Sales,17,3,4001,1,992,4,,,,,,,,,,,,
29,Yes,Travel_Rarely,906,Research & Development,10,3,4001,1,994,4,,,,,,,,,,,,
33,No,Travel_Rarely,461,Research & Development,13,1,4001,1,995,2,,,,,,,,,,,,
45,No,Travel_Rarely,974,Research & Development,1,4,4001,1,996,4,,,,,,,,,,,,
50,No,Travel_Rarely,1126,Research & Development,1,2,4001,1,997,4,,,,,,,,,,,,
33,No,Travel_Frequently,827,Research & Development,1,4,4001,1,998,3,,,,,,,,,,,,
41,No,Travel_Frequently,840,Research & Development,9,3,4001,1,999,1,,,,,,,,,,,,
27,No,Travel_Rarely,1134,Research & Development,16,4,4001,1,1001,3,,,,,,,,,,,,
45,No,Non-Travel,248,Research & Development,23,2,4001,1,1002,4,,,,,,,,,,,,
47,No,Travel_Rarely,955,Sales,4,2,4001,1,1003,4,,,,,,,,,,,,
30,Yes,Travel_Rarely,138,Research & Development,22,3,4001,1,1004,1,,,,,,,,,,,,
50,No,Travel_Rarely,939,Research & Development,24,3,4001,1,1005,4,,,,,,,,,,,,
38,No,Travel_Frequently,1391,Research & Development,10,1,4001,1,1006,3,,,,,,,,,,,,
46,No,Travel_Rarely,566,Research & Development,7,2,4001,1,1007,4,,,,,,,,,,,,
24,No,Travel_Rarely,1206,Research & Development,17,1,4001,1,1009,4,,,,,,,,,,,,
35,Yes,Travel_Rarely,622,Research & Development,14,4,4001,1,1010,3,,,,,,,,,,,,
31,No,Travel_Frequently,853,Research & Development,1,1,4001,1,1011,3,,,,,,,,,,,,
18,No,Non-Travel,287,Research & Development,5,2,4001,1,1012,2,,,,,,,,,,,,
54,No,Travel_Rarely,1441,Research & Development,17,3,4001,1,1013,3,,,,,,,,,,,,
35,No,Travel_Rarely,583,Research & Development,25,4,4001,1,1014,3,,,,,,,,,,,,
30,No,Travel_Rarely,153,Research & Development,8,2,4001,1,1015,2,,,,,,,,,,,,
20,Yes,Travel_Rarely,1097,Research & Development,11,3,4001,1,1016,4,,,,,,,,,,,,
30,Yes,Travel_Frequently,109,Research & Development,5,3,4001,1,1017,2,,,,,,,,,,,,
26,No,Travel_Rarely,1066,Research & Development,2,2,4001,1,1018,4,,,,,,,,,,,,
22,No,Travel_Rarely,217,Research & Development,8,1,4001,1,1019,2,,,,,,,,,,,,
48,No,Travel_Rarely,277,Research & Development,6,3,4001,1,1022,1,,,,,,,,,,,,
48,No,Travel_Rarely,1355,Research & Development,4,4,4001,1,1024,3,,,,,,,,,,,,
41,No,Travel_Rarely,549,Research & Development,7,2,4001,1,1025,4,,,,,,,,,,,,
39,No,Travel_Rarely,466,Research & Development,1,1,4001,1,1026,4,,,,,,,,,,,,
27,No,Travel_Rarely,1055,Research & Development,2,4,4001,1,1027,1,,,,,,,,,,,,
35,No,Travel_Rarely,802,Research & Development,10,3,4001,1,1028,2,,,,,,,,,,,,
42,No,Travel_Rarely,265,Sales,5,2,4001,1,1029,4,,,,,,,,,,,,
50,No,Travel_Rarely,804,Research & Development,9,3,4001,1,1030,1,,,,,,,,,,,,
59,No,Travel_Rarely,715,Research & Development,2,3,4001,1,1032,3,,,,,,,,,,,,
37,Yes,Travel_Rarely,1141,Research & Development,11,2,4001,1,1033,1,,,,,,,,,,,,
55,No,Travel_Frequently,135,Research & Development,18,4,4001,1,1034,3,,,,,,,,,,,,
41,No,Non-Travel,247,Research & Development,7,1,4001,1,1035,2,,,,,,,,,,,,
38,No,Travel_Rarely,1035,Sales,3,4,4001,1,1036,2,,,,,,,,,,,,
26,Yes,Non-Travel,265,Sales,29,2,4001,1,1037,2,,,,,,,,,,,,
52,Yes,Travel_Rarely,266,Sales,2,1,4001,1,1038,1,,,,,,,,,,,,
44,No,Travel_Rarely,1448,Sales,28,3,4001,1,1039,4,,,,,,,,,,,,
50,No,Non-Travel,145,Sales,1,3,4001,1,1040,4,,,,,,,,,,,,
36,Yes,Travel_Rarely,885,Research & Development,16,4,4001,1,1042,3,,,,,,,,,,,,
39,No,Travel_Frequently,945,Research & Development,22,3,4001,1,1043,4,,,,,,,,,,,,
33,No,Non-Travel,1038,Sales,8,1,4001,1,1044,2,,,,,,,,,,,,
45,No,Travel_Rarely,1234,Sales,11,2,4001,1,1045,4,,,,,,,,,,,,
32,No,Non-Travel,1109,Research & Development,29,4,4001,1,1046,4,,,,,,,,,,,,
34,No,Travel_Rarely,216,Sales,1,4,4001,1,1047,2,,,,,,,,,,,,
59,No,Travel_Rarely,1089,Sales,1,2,4001,1,1048,2,,,,,,,,,,,,
45,No,Travel_Rarely,788,Human Resources,24,4,4001,1,1049,2,,,,,,,,,,,,
53,No,Travel_Frequently,124,Sales,2,3,4001,1,1050,3,,,,,,,,,,,,
36,Yes,Travel_Rarely,660,Research & Development,15,3,4001,1,1052,1,,,,,,,,,,,,
26,Yes,Travel_Frequently,342,Research & Development,2,3,4001,1,1053,1,,,,,,,,,,,,
34,No,Travel_Rarely,1333,Sales,10,4,4001,1,1055,3,,,,,,,,,,,,
28,No,Travel_Rarely,1144,Sales,10,1,4001,1,1056,4,,,,,,,,,,,,
38,No,Travel_Frequently,1186,Research & Development,3,4,4001,1,1060,3,,,,,,,,,,,,
50,No,Travel_Rarely,1464,Research & Development,2,4,4001,1,1061,2,,,,,,,,,,,,
37,No,Travel_Rarely,124,Research & Development,3,3,4001,1,1062,4,,,,,,,,,,,,
40,No,Travel_Rarely,300,Sales,26,3,4001,1,1066,3,,,,,,,,,,,,
26,No,Travel_Frequently,921,Research & Development,1,1,4001,1,1068,1,,,,,,,,,,,,
46,No,Travel_Rarely,430,Research & Development,1,4,4001,1,1069,4,,,,,,,,,,,,
54,No,Travel_Rarely,1082,Sales,2,4,4001,1,1070,3,,,,,,,,,,,,
56,No,Travel_Frequently,1240,Research & Development,9,3,4001,1,1071,1,,,,,,,,,,,,
36,No,Travel_Rarely,796,Research & Development,12,5,4001,1,1073,4,,,,,,,,,,,,
55,No,Non-Travel,444,Research & Development,2,1,4001,1,1074,3,,,,,,,,,,,,
43,No,Travel_Rarely,415,Sales,25,3,4001,1,1076,3,,,,,,,,,,,,
20,Yes,Travel_Frequently,769,Sales,9,3,4001,1,1077,4,,,,,,,,,,,,
21,Yes,Travel_Rarely,1334,Research & Development,10,3,4001,1,1079,3,,,,,,,,,,,,
46,No,Travel_Rarely,1003,Research & Development,8,4,4001,1,1080,4,,,,,,,,,,,,
51,Yes,Travel_Rarely,1323,Research & Development,4,4,4001,1,1081,1,,,,,,,,,,,,
28,Yes,Non-Travel,1366,Research & Development,24,2,4001,1,1082,2,,,,,,,,,,,,
26,No,Travel_Rarely,192,Research & Development,1,2,4001,1,1083,1,,,,,,,,,,,,
30,No,Travel_Rarely,1176,Research & Development,20,3,4001,1,1084,3,,,,,,,,,,,,
41,No,Travel_Rarely,509,Research & Development,7,2,4001,1,1085,2,,,,,,,,,,,,
38,No,Travel_Rarely,330,Research & Development,17,1,4001,1,1088,3,,,,,,,,,,,,
40,No,Travel_Rarely,1492,Research & Development,20,4,4001,1,1092,1,,,,,,,,,,,,
27,No,Non-Travel,1277,Research & Development,8,5,4001,1,1094,1,,,,,,,,,,,,
55,No,Travel_Frequently,1091,Research & Development,2,1,4001,1,1096,4,,,,,,,,,,,,
28,No,Travel_Rarely,857,Research & Development,10,3,4001,1,1097,3,,,,,,,,,,,,
44,Yes,Travel_Rarely,1376,Human Resources,1,2,4001,1,1098,2,,,,,,,,,,,,
33,No,Travel_Rarely,654,Research & Development,5,3,4001,1,1099,4,,,,,,,,,,,,
35,Yes,Travel_Rarely,1204,Sales,4,3,4001,1,1100,4,,,,,,,,,,,,
33,Yes,Travel_Frequently,827,Research & Development,29,4,4001,1,1101,1,,,,,,,,,,,,
28,No,Travel_Rarely,895,Research & Development,15,2,4001,1,1102,1,,,,,,,,,,,,
34,No,Travel_Frequently,618,Research & Development,3,1,4001,1,1103,1,,,,,,,,,,,,
37,No,Travel_Rarely,309,Sales,10,4,4001,1,1105,4,,,,,,,,,,,,
25,Yes,Travel_Rarely,1219,Research & Development,4,1,4001,1,1106,4,,,,,,,,,,,,
26,Yes,Travel_Rarely,1330,Research & Development,21,3,4001,1,1107,1,,,,,,,,,,,,
33,Yes,Travel_Rarely,1017,Research & Development,25,3,4001,1,1108,1,,,,,,,,,,,,
42,No,Travel_Rarely,469,Research & Development,2,2,4001,1,1109,4,,,,,,,,,,,,
28,Yes,Travel_Frequently,1009,Research & Development,1,3,4001,1,1111,1,,,,,,,,,,,,
50,Yes,Travel_Frequently,959,Sales,1,4,4001,1,1113,4,,,,,,,,,,,,
33,No,Travel_Frequently,970,Sales,7,3,4001,1,1114,4,,,,,,,,,,,,
34,No,Non-Travel,697,Research & Development,3,4,4001,1,1115,3,,,,,,,,,,,,
48,No,Non-Travel,1262,Research & Development,1,4,4001,1,1116,1,,,,,,,,,,,,
45,No,Non-Travel,1050,Sales,9,4,4001,1,1117,2,,,,,,,,,,,,
52,No,Travel_Rarely,994,Research & Development,7,4,4001,1,1118,2,,,,,,,,,,,,
38,No,Travel_Rarely,770,Sales,10,4,4001,1,1119,3,,,,,,,,,,,,
29,No,Travel_Rarely,1107,Research & Development,28,4,4001,1,1120,3,,,,,,,,,,,,
28,No,Travel_Rarely,950,Research & Development,3,3,4001,1,1121,4,,,,,,,,,,,,
46,No,Travel_Rarely,406,Sales,3,1,4001,1,1124,1,,,,,,,,,,,,
38,No,Travel_Rarely,130,Sales,2,2,4001,1,1125,4,,,,,,,,,,,,
43,No,Travel_Frequently,1082,Research & Development,27,3,4001,1,1126,3,,,,,,,,,,,,
39,Yes,Travel_Frequently,203,Research & Development,2,3,4001,1,1127,1,,,,,,,,,,,,
40,No,Travel_Rarely,1308,Research & Development,14,3,4001,1,1128,3,,,,,,,,,,,,
21,No,Travel_Rarely,984,Research & Development,1,1,4001,1,1131,4,,,,,,,,,,,,
39,No,Non-Travel,439,Research & Development,9,3,4001,1,1132,3,,,,,,,,,,,,
36,No,Non-Travel,217,Research & Development,18,4,4001,1,1133,1,,,,,,,,,,,,
31,No,Travel_Frequently,793,Sales,20,3,4001,1,1135,3,,,,,,,,,,,,
28,No,Travel_Rarely,1451,Research & Development,2,1,4001,1,1136,1,,,,,,,,,,,,
35,No,Travel_Frequently,1182,Sales,11,2,4001,1,1137,4,,,,,,,,,,,,
49,No,Travel_Rarely,174,Sales,8,4,4001,1,1138,4,,,,,,,,,,,,
34,No,Travel_Frequently,1003,Research & Development,2,2,4001,1,1140,4,,,,,,,,,,,,
29,No,Travel_Frequently,490,Research & Development,10,3,4001,1,1143,4,,,,,,,,,,,,
42,No,Travel_Rarely,188,Research & Development,29,3,4001,1,1148,2,,,,,,,,,,,,
29,No,Travel_Rarely,718,Research & Development,8,1,4001,1,1150,2,,,,,,,,,,,,
38,No,Travel_Rarely,433,Human Resources,1,3,4001,1,1152,3,,,,,,,,,,,,
28,No,Travel_Frequently,773,Research & Development,6,3,4001,1,1154,3,,,,,,,,,,,,
18,Yes,Non-Travel,247,Research & Development,8,1,4001,1,1156,3,,,,,,,,,,,,
33,Yes,Travel_Rarely,603,Sales,9,4,4001,1,1157,1,,,,,,,,,,,,
41,No,Travel_Rarely,167,Research & Development,12,4,4001,1,1158,2,,,,,,,,,,,,
31,Yes,Travel_Frequently,874,Research & Development,15,3,4001,1,1160,3,,,,,,,,,,,,
37,No,Travel_Rarely,367,Research & Development,25,2,4001,1,1161,3,,,,,,,,,,,,
27,No,Travel_Rarely,199,Research & Development,6,3,4001,1,1162,4,,,,,,,,,,,,
34,No,Travel_Rarely,1400,Sales,9,1,4001,1,1163,2,,,,,,,,,,,,
35,No,Travel_Rarely,528,Human Resources,8,4,4001,1,1164,3,,,,,,,,,,,,
29,Yes,Travel_Rarely,408,Sales,23,1,4001,1,1165,4,,,,,,,,,,,,
40,No,Travel_Frequently,593,Research & Development,9,4,4001,1,1166,2,,,,,,,,,,,,
42,Yes,Travel_Frequently,481,Sales,12,3,4001,1,1167,3,,,,,,,,,,,,
42,No,Travel_Rarely,647,Sales,4,4,4001,1,1171,2,,,,,,,,,,,,
35,No,Travel_Rarely,982,Research & Development,1,4,4001,1,1172,4,,,,,,,,,,,,
24,No,Travel_Rarely,477,Research & Development,24,3,4001,1,1173,4,,,,,,,,,,,,
28,Yes,Travel_Rarely,1485,Research & Development,12,1,4001,1,1175,3,,,,,,,,,,,,
26,No,Travel_Rarely,1384,Research & Development,3,4,4001,1,1177,1,,,,,,,,,,,,
30,No,Travel_Rarely,852,Sales,10,3,4001,1,1179,3,,,,,,,,,,,,
40,No,Travel_Frequently,902,Research & Development,26,2,4001,1,1180,3,,,,,,,,,,,,
35,No,Travel_Rarely,819,Research & Development,2,3,4001,1,1182,3,,,,,,,,,,,,
34,No,Travel_Frequently,669,Research & Development,1,3,4001,1,1184,4,,,,,,,,,,,,
35,No,Travel_Frequently,636,Research & Development,4,4,4001,1,1185,4,,,,,,,,,,,,
43,Yes,Travel_Rarely,1372,Sales,9,3,4001,1,1188,1,,,,,,,,,,,,
32,No,Non-Travel,862,Sales,2,1,4001,1,1190,3,,,,,,,,,,,,
56,No,Travel_Rarely,718,Research & Development,4,4,4001,1,1191,4,,,,,,,,,,,,
29,No,Travel_Rarely,1401,Research & Development,6,1,4001,1,1192,2,,,,,,,,,,,,
19,No,Travel_Rarely,645,Research & Development,9,2,4001,1,1193,3,,,,,,,,,,,,
45,No,Travel_Rarely,1457,Research & Development,7,3,4001,1,1195,1,,,,,,,,,,,,
37,No,Travel_Rarely,977,Research & Development,1,3,4001,1,1196,4,,,,,,,,,,,,
20,No,Travel_Rarely,805,Research & Development,3,3,4001,1,1198,1,,,,,,,,,,,,
44,Yes,Travel_Rarely,1097,Research & Development,10,4,4001,1,1200,3,,,,,,,,,,,,
53,No,Travel_Rarely,1223,Research & Development,7,2,4001,1,1201,4,,,,,,,,,,,,
29,No,Travel_Rarely,942,Research & Development,15,1,4001,1,1202,2,,,,,,,,,,,,
22,Yes,Travel_Frequently,1256,Research & Development,3,4,4001,1,1203,3,,,,,,,,,,,,
46,No,Travel_Rarely,1402,Sales,2,3,4001,1,1204,3,,,,,,,,,,,,
44,No,Non-Travel,111,Research & Development,17,3,4001,1,1206,4,,,,,,,,,,,,
33,No,Travel_Rarely,147,Human Resources,2,3,4001,1,1207,2,,,,,,,,,,,,
41,Yes,Non-Travel,906,Research & Development,5,2,4001,1,1210,1,,,,,,,,,,,,
30,No,Travel_Rarely,1329,Sales,29,4,4001,1,1211,3,,,,,,,,,,,,
40,No,Travel_Frequently,1184,Sales,2,4,4001,1,1212,2,,,,,,,,,,,,
50,No,Travel_Frequently,1421,Research & Development,2,3,4001,1,1215,4,,,,,,,,,,,,
28,No,Travel_Rarely,1179,Research & Development,19,4,4001,1,1216,4,,,,,,,,,,,,
46,No,Travel_Rarely,1450,Research & Development,15,2,4001,1,1217,4,,,,,,,,,,,,
35,No,Travel_Rarely,1361,Sales,17,4,4001,1,1218,3,,,,,,,,,,,,
24,Yes,Travel_Rarely,984,Research & Development,17,2,4001,1,1219,4,,,,,,,,,,,,
33,No,Travel_Frequently,1146,Sales,25,3,4001,1,1220,2,,,,,,,,,,,,
36,No,Travel_Rarely,917,Research & Development,6,4,4001,1,1221,3,,,,,,,,,,,,
30,No,Travel_Rarely,853,Research & Development,7,4,4001,1,1224,3,,,,,,,,,,,,
44,No,Travel_Rarely,200,Research & Development,29,4,4001,1,1225,4,,,,,,,,,,,,
20,No,Travel_Rarely,654,Sales,21,3,4001,1,1226,3,,,,,,,,,,,,
46,No,Travel_Rarely,150,Research & Development,2,4,4001,1,1228,4,,,,,,,,,,,,
42,No,Non-Travel,179,Human Resources,2,5,4001,1,1231,4,,,,,,,,,,,,
60,No,Travel_Rarely,696,Sales,7,4,4001,1,1233,2,,,,,,,,,,,,
32,No,Travel_Frequently,116,Research & Development,13,3,4001,1,1234,3,,,,,,,,,,,,
32,No,Travel_Frequently,1316,Research & Development,2,2,4001,1,1235,4,,,,,,,,,,,,
36,No,Travel_Rarely,363,Research & Development,1,3,4001,1,1237,3,,,,,,,,,,,,
33,No,Travel_Rarely,117,Research & Development,9,3,4001,1,1238,1,,,,,,,,,,,,
40,No,Travel_Rarely,107,Sales,10,3,4001,1,1239,2,,,,,,,,,,,,
25,No,Travel_Rarely,1356,Sales,10,4,4001,1,1240,3,,,,,,,,,,,,
30,No,Travel_Rarely,1465,Research & Development,1,3,4001,1,1241,4,,,,,,,,,,,,
42,No,Travel_Frequently,458,Research & Development,26,5,4001,1,1242,1,,,,,,,,,,,,
35,No,Non-Travel,1212,Sales,8,2,4001,1,1243,3,,,,,,,,,,,,
27,No,Travel_Rarely,1103,Research & Development,14,3,4001,1,1244,1,,,,,,,,,,,,
54,No,Travel_Frequently,966,Research & Development,1,4,4001,1,1245,4,,,,,,,,,,,,
44,No,Travel_Rarely,1117,Research & Development,2,1,4001,1,1246,1,,,,,,,,,,,,
19,Yes,Non-Travel,504,Research & Development,10,3,4001,1,1248,1,,,,,,,,,,,,
29,No,Travel_Rarely,1010,Research & Development,1,3,4001,1,1249,1,,,,,,,,,,,,
54,No,Travel_Rarely,685,Research & Development,3,3,4001,1,1250,4,,,,,,,,,,,,
31,No,Travel_Rarely,1332,Research & Development,11,2,4001,1,1251,3,,,,,,,,,,,,
31,No,Travel_Rarely,1062,Research & Development,24,3,4001,1,1252,3,,,,,,,,,,,,
59,No,Travel_Rarely,326,Sales,3,3,4001,1,1254,3,,,,,,,,,,,,
43,No,Travel_Rarely,920,Research & Development,3,3,4001,1,1255,3,,,,,,,,,,,,
49,No,Travel_Rarely,1098,Research & Development,4,2,4001,1,1256,1,,,,,,,,,,,,
36,No,Travel_Frequently,469,Research & Development,3,3,4001,1,1257,3,,,,,,,,,,,,
48,No,Travel_Rarely,969,Research & Development,2,2,4001,1,1258,4,,,,,,,,,,,,
27,No,Travel_Rarely,1167,Research & Development,4,2,4001,1,1259,1,,,,,,,,,,,,
